antrsinu	F_Ba	  72711	   17	   63.5	    408	-1.6254	 0.8980	  12.63	  41.64	 7.9588	 -24.39	 102.89	 2.0837	     3.2404e-04	     5.4402e+05	     5.4408e+05
aotunanc	M_Mm	 193786	   30	 4847.8	 305952	-4.0277	 0.2137	  64.78	  73.74	 0.7058	-226.57	1705.25	 0.9984	     1.8048e-05	     3.6006e+06	     3.6007e+06
apalvitt	M_Av	 108501	   30	 1935.8	  37799	-3.6550	 0.0787	  64.20	  38.47	 1.2163	-187.66	 931.98	 1.4072	     2.8355e-05	     1.8259e+06	     1.8260e+06
aphaasta	O_St	  57224	   21	   96.0	   1884	-2.2116	 0.7763	  14.92	  39.17	 3.8393	-204.75	 421.66	 2.3683	     1.7786e-04	     5.8354e+05	     5.8360e+05
aphainva	O_St	  50419	   21	   60.8	    366	-1.6927	 0.8802	 -12.79	  62.16	10.2339	 -35.16	 114.32	 2.5113	     3.1315e-04	     3.9381e+05	     3.9387e+05
apiomont	F_As	  31623	   16	  102.0	    880	-2.1480	 0.8061	  36.06	  27.93	 1.9614	 -35.01	 124.78	 1.9430	     2.2377e-04	     3.1291e+05	     3.1297e+05
apisdors	M_In	  64195	   20	  630.8	 115484	-3.0542	 0.4396	 -19.93	  97.87	 6.7877	  11.46	 325.09	 0.8028	     6.2314e-05	     9.0294e+05	     9.0300e+05
apisflor	M_In	  64863	   30	  563.8	 107108	-3.0109	 0.4652	 -20.65	  98.20	 6.8754	  12.75	 324.64	 0.8050	     6.6362e-05	     8.9817e+05	     8.9823e+05
apismell	M_In	 141928	   18	  596.2	 109040	-3.0418	 0.4484	 -20.64	  98.84	 6.7308	  12.88	 325.73	 0.8083	     5.4653e-05	     1.9838e+06	     1.9839e+06
aploprun	F_As	  23464	   16	   75.4	    608	-1.9271	 0.7116	  28.27	  25.32	 4.1422	 -30.75	 107.42	 2.2688	     4.7593e-04	     2.0821e+05	     2.0827e+05
aplycali	M_Mo	  97032	   21	 2411.1	  59118	-3.7267	 0.0227	 -38.63	 320.57	 1.0728	  30.13	 856.21	 1.2493	     2.9273e-05	     1.6688e+06	     1.6689e+06
aporcary	F_Ba	  80880	   16	   57.7	    357	-1.5498	 0.8941	 -40.56	  90.43	20.0314	 -12.49	  76.60	 1.9240	     4.6528e-04	     5.7836e+05	     5.7842e+05
apteaust	M_Av	 148332	   30	 2842.2	 111711	-3.8358	 0.0756	  59.21	  43.55	 1.3449	-124.92	1022.58	 1.1113	     1.9340e-05	     2.6208e+06	     2.6209e+06
aptefors	M_Av	 144631	   30	 2432.9	  86840	-3.7679	 0.0774	  58.24	  39.64	 1.5171	-130.96	 926.51	 1.1482	     2.0509e-05	     2.5162e+06	     2.5162e+06
aquichry	M_Av	 176824	   30	 2503.1	  92909	-3.7561	 0.0968	  56.79	  39.68	 1.6074	-131.96	 913.29	 1.1233	     1.8578e-05	     3.0775e+06	     3.0776e+06
aquicoer	P_Eu	 119001	   16	  576.6	   6487	-2.9301	 0.4489	  39.17	  54.85	 3.0168	-257.67	 624.59	 1.9745	     5.8279e-05	     1.6085e+06	     1.6086e+06
arabhall	P_Eu	 107891	   16	  181.8	   1754	-2.3927	 0.5769	 -46.98	 132.98	11.9773	 -71.05	 240.33	 2.1862	     1.1690e-04	     1.1885e+06	     1.1886e+06
arablyra	P_Eu	 107660	   16	  179.4	   1531	-2.4231	 0.5359	-2261.7	2347.60	216.081	-143.76	 300.39	 2.6339	     1.3511e-04	     1.2041e+06	     1.2042e+06
arabthal	P_Eu	 117272	   18	  166.2	   1236	-2.3231	 0.6136	 -30.38	 115.76	10.5079	 -88.24	 257.20	 2.6488	     1.8366e-04	     1.2536e+06	     1.2537e+06
aracdura	P_Eu	 142897	   28	  487.9	   6781	-2.9053	 0.3628	-2606.6	2697.21	179.223	 -87.66	 367.72	 1.6546	     8.5206e-05	     1.9133e+06	     1.9134e+06
armigall	F_Ba	 138043	   16	   57.8	    533	-1.5574	 0.8542	 -51.97	 103.12	27.4083	  -3.94	  64.44	 1.5823	     3.6833e-04	     9.8903e+05	     9.8910e+05
armimell	F_Ba	  71611	   33	   58.1	   1114	-1.6010	 0.8468	 -49.06	  99.93	26.6338	  15.44	  66.28	 1.2127	     5.2206e-04	     5.2588e+05	     5.2595e+05
arthbenh	F_As	  12591	   19	   94.9	    297	-2.0669	 0.4670	-292.49	 352.75	49.7420	-335.91	 411.50	10.8151	     1.2223e-03	     1.1960e+05	     1.1966e+05
artholig	F_As	  24771	   21	   89.0	    530	-1.9609	 0.9251	  29.26	  36.49	 2.9813	 -56.04	 166.50	 2.1876	     3.5456e-04	     2.2372e+05	     2.2378e+05
artoeleg	F_Ba	  77163	   16	   66.4	    634	-1.7131	 0.8822	  23.07	  32.00	 5.5528	 -16.38	 104.19	 1.7135	     3.2617e-04	     6.0858e+05	     6.0864e+05
ascalumb	M_Ne	  48858	   16	 1132.6	   5520	-3.3376	 1.0000	-718.26	1277.66	 3.3398	     7.4321e-05	     7.5213e+05	     7.5215e+05
ascasuum	M_Ne	 104671	   16	 1132.6	   7053	-3.3576	 1.0000	-408.40	 991.29	 2.6236	     4.5294e-05	     1.6162e+06	     1.6163e+06
ascoimme	F_As	  35081	   17	   80.7	    887	-2.0038	 0.7299	  31.98	  19.72	 2.8818	 -30.81	 125.31	 2.0008	     3.5453e-04	     3.2398e+05	     3.2404e+05
asconigr	F_As	  24099	   21	   75.8	    542	-1.8869	 0.8269	  37.65	  15.75	 2.1342	 -20.28	 108.15	 2.2070	     3.1387e-04	     2.0936e+05	     2.0942e+05
ascorube	F_As	   2646	   16	  225.1	   4832	-2.6989	 0.1063	-2610.8	2686.87	316.419	  -8.31	 105.13	 1.3535	     1.6997e-03	     3.2910e+04	     3.2951e+04
ascosarc	F_As	  21551	   21	   76.0	    887	-1.9048	 0.7471	  37.51	  13.87	 2.5610	  -2.63	  93.39	 1.7381	     5.2792e-04	     1.8918e+05	     1.8923e+05
ashbgoss	F_As	    200	   40	  105.0	    487	-2.0221	 0.7176	  34.02	  19.53	 3.3914	-1155.0	1312.60	17.9813	     6.8220e-03	     1.8787e+03	     1.9017e+03
aspeacid	F_As	  32438	   16	   78.8	    831	-1.9748	 0.8170	  28.24	  28.05	 3.0602	 -21.42	 105.68	 1.7200	     2.9457e-04	     2.9498e+05	     2.9504e+05
aspeacul	F_As	  26591	   16	   88.6	   1413	-2.0793	 0.8097	  35.57	  23.42	 2.0724	   2.05	  77.58	 1.2625	     2.5681e-04	     2.5465e+05	     2.5471e+05
aspebras	F_As	  32666	   16	   78.6	    855	-1.9655	 0.8409	  27.75	  28.83	 3.0377	 -19.18	 107.04	 1.6428	     2.3808e-04	     2.9549e+05	     2.9555e+05
aspecamp	F_As	  24403	   16	   80.3	    988	-1.9831	 0.8286	  33.87	  23.19	 2.3508	   6.31	  65.34	 1.3088	     3.8364e-04	     2.2297e+05	     2.2303e+05
aspecarb	F_As	  30958	   16	   78.2	    829	-1.9737	 0.7964	  19.76	  34.94	 3.9801	 -16.00	 108.76	 1.8028	     2.8143e-04	     2.8163e+05	     2.8169e+05
aspeclav	F_As	  18711	   16	   76.7	    473	-1.8941	 0.8714	  21.76	  35.89	 3.8366	 -52.14	 138.88	 2.4331	     5.7342e-04	     1.6332e+05	     1.6337e+05
aspeflav	F_As	  28332	   29	   97.5	   1696	-2.1561	 0.6156	  24.54	  31.04	 4.3475	  -9.32	 103.26	 1.5462	     2.9984e-04	     2.8116e+05	     2.8122e+05
aspefumi	F_As	  18681	   16	   74.4	    603	-1.9446	 0.7508	  18.01	  37.09	 4.7267	 -27.72	  99.43	 2.1109	     6.2030e-04	     1.6725e+05	     1.6731e+05
aspeglau	F_As	  22319	   17	   68.0	    787	-1.8140	 0.8233	  14.16	  39.54	 6.1453	   0.46	  78.16	 1.5380	     3.8471e-04	     1.8634e+05	     1.8640e+05
aspekawa	F_As	  24052	   34	   72.7	    592	-1.8527	 0.9072	  22.51	  32.99	 3.8370	 -51.59	 173.24	 2.2082	     4.4670e-04	     2.0519e+05	     2.0525e+05
aspenidu	F_As	  23489	   16	   75.8	    550	-1.9735	 0.7060	   6.17	  46.89	 6.4791	 -57.75	 138.37	 2.7461	     5.3046e-04	     2.1382e+05	     2.1388e+05
aspenige	F_As	  27626	   17	   81.2	   1030	-2.0332	 0.7247	  26.18	  29.81	 3.4701	  -8.47	  85.73	 1.6034	     2.7098e-04	     2.5841e+05	     2.5847e+05
aspenovo	F_As	  31549	   16	   72.8	    867	-1.9808	 0.2887	   0.18	  50.14	 1.4200	  24.68	  30.85	 3.8509	     6.3904e-04	     2.8743e+05	     2.8749e+05
aspeochr	F_As	  23667	   16	   84.6	    962	-2.0215	 0.8509	  33.06	  26.63	 2.3934	 -11.80	  88.16	 1.4214	     3.1663e-04	     2.2027e+05	     2.2032e+05
aspeoryz	F_As	  23238	   16	   80.3	   1984	-2.0493	 0.7415	  31.38	  24.77	 3.1058	  -2.12	  80.36	 1.2271	     3.4038e-04	     2.1927e+05	     2.1932e+05
aspestey	F_As	  32267	   16	   76.9	    784	-1.9446	 0.8213	  23.76	  32.50	 3.5848	  -7.68	  89.42	 1.6346	     2.5056e-04	     2.8887e+05	     2.8893e+05
aspesydo	F_As	  34395	   16	   71.7	    505	-1.8753	 0.8625	  23.62	  30.89	 3.7635	 -90.22	 176.49	 2.7141	     3.0217e-04	     2.9795e+05	     2.9801e+05
aspeterr	F_As	     32	   17	  159.0	   1289	-2.1114	 0.1836	-2646.6	2678.65	1598.15	  22.47	  29.23	 1.3512	     2.9619e-02	     3.5100e+02	     3.6126e+02
aspetubi	F_As	  31886	   16	   78.6	    790	-1.9653	 0.8351	  29.35	  27.05	 2.8801	 -22.25	 106.10	 1.7156	     3.0623e-04	     2.8854e+05	     2.8859e+05
aspevers	F_As	  32823	   16	   69.2	    556	-1.8463	 0.8706	  16.01	  37.06	 4.6991	 -54.15	 147.21	 2.2747	     3.4796e-04	     2.7922e+05	     2.7928e+05
aspewent	F_As	  30844	   16	   69.0	    596	-1.8580	 0.8689	  18.99	  33.32	 4.2263	 -47.58	 147.78	 2.2083	     4.2139e-04	     2.6394e+05	     2.6400e+05
aspezona	F_As	  21626	   17	   75.3	    720	-1.9056	 0.8251	-274.08	 332.54	36.0232	 -11.83	  88.46	 1.6757	     3.2869e-04	     1.8988e+05	     1.8993e+05
astespec	P_Ch	  41947	   18	  421.9	   1374	-2.8365	 0.2019	  50.37	  34.01	 1.6417	-512.09	 780.94	 5.8692	     1.7107e-04	     5.4764e+05	     5.4770e+05
astymexi	M_Fs	 198633	   30	 1979.2	  60963	-3.6213	 0.2427	  60.75	  47.59	 1.5962	-190.56	1053.12	 1.2353	     2.2155e-05	     3.3330e+06	     3.3331e+06
atharosa	M_In	  69737	   16	  329.1	  41708	-2.7854	 0.5939	   6.54	  74.00	 4.5200	   1.01	 320.71	 0.9020	     1.2473e-04	     8.9482e+05	     8.9488e+05
atraspec	F_Ba	  81618	   16	   62.0	   1393	-1.7623	 0.8396	  -2.17	  53.16	 9.9654	  -4.34	  82.35	 1.2194	     2.6139e-04	     6.6402e+05	     6.6409e+05
attaceph	M_In	  58562	   29	  705.6	  85311	-3.1545	 0.2737	-2618.5	2696.91	210.120	  20.41	 243.85	 0.8494	     7.5975e-05	     8.5255e+05	     8.5262e+05
aulohede	F_As	  23731	   17	   84.5	    705	-1.9785	 0.6630	  35.84	  16.76	 3.0116	 -18.37	 105.22	 2.1820	     4.2289e-04	     2.1612e+05	     2.1617e+05
aureanop	O_St	  16948	   16	  240.1	   5867	-2.7833	 0.2233	-2620.6	2671.97	320.750	 -37.54	 173.80	 1.4302	     8.1690e-04	     2.1664e+05	     2.1670e+05
aurepull	F_As	  16182	   16	   62.6	    712	-1.7472	 0.7436	-121.09	 173.49	44.0278	  -6.87	  80.13	 1.7898	     5.8301e-04	     1.3015e+05	     1.3021e+05
aurisubg	F_Ba	  97595	   16	   59.1	   1601	-1.6663	 0.8591	 -23.79	  74.65	16.7033	   3.27	  73.92	 1.0805	     3.2528e-04	     7.4769e+05	     7.4776e+05
aurivulg	F_Ba	  85358	   16	   60.8	    453	-1.5730	 0.8891	  -9.31	  62.23	13.7822	  -7.58	  76.90	 1.7176	     3.0450e-04	     6.1815e+05	     6.1822e+05
austlimn	M_Fs	 144184	   20	 1655.8	  42239	-3.3658	 0.5736	  60.86	  38.85	 0.9214	-589.97	2030.32	 1.5228	     8.0301e-05	     2.2309e+06	     2.2310e+06
auxeprot	P_Ch	  32927	   23	  246.0	   1860	-2.5946	 0.9232	-2602.8	2759.36	48.6887	-1471.8	2088.41	 5.7763	     1.9001e-04	     3.9343e+05	     3.9349e+05
babebige	O_Al	   7917	   18	   52.8	    555	-1.6866	 0.6808	-2709.5	2745.67	1384.26	 -76.83	 151.51	 2.9039	     3.1539e-03	     6.1479e+04	     6.1528e+04
babebovi	O_Al	   6764	   18	   41.9	    426	-1.5005	 0.7491	-2616.6	2651.40	1700.87	-191.78	 280.42	 4.9492	     1.9043e-03	     4.6855e+04	     4.6902e+04
babeequi	O_Al	   8555	   20	   48.5	   2060	-1.6535	 0.6719	-2647.3	2681.51	1599.00	  15.19	  46.62	 1.1045	     1.7486e-03	     6.5473e+04	     6.5523e+04
babemicr	O_Al	   1243	   23	  180.2	   2907	-2.5646	 1.0000	  -9.00	  72.72	 1.4346	     4.1463e-03	     1.4639e+04	     1.4654e+04
babjinos	F_As	   1639	   19	  204.4	   7110	-2.4992	 0.3435	  35.62	  11.20	 2.9641	  -4.98	  97.79	 1.1368	     1.3344e-03	     1.8839e+04	     1.8877e+04
backcirc	F_Fu	  56015	   16	   81.1	    770	-1.9478	 0.8339	   6.94	  55.37	 6.1323	 -56.01	 153.72	 2.0738	     1.6189e-04	     5.0280e+05	     5.0287e+05
bactcucu	M_In	  57117	   17	 1093.6	 743825	-3.0371	 0.4718	  19.79	  42.81	 5.5743	  22.27	 353.85	 0.6085	     7.4013e-05	     8.0246e+05	     8.0253e+05
bactdors	M_In	  74386	   16	  838.7	 694714	-2.9545	 0.5140	  19.88	  42.63	 5.3802	  25.00	 353.28	 0.6028	     8.2119e-05	     1.0117e+06	     1.0118e+06
bactolea	M_In	  54824	   21	  979.0	 586648	-3.0248	 0.4808	  20.03	  42.92	 5.0969	  24.20	 353.35	 0.6255	     6.7554e-05	     7.6305e+05	     7.6311e+05
balaacut	M_Mm	 182835	   28	 3947.2	 243393	-3.9588	 0.1704	  66.14	  54.55	 0.7928	-160.33	1361.85	 0.9936	     1.8344e-05	     3.3334e+06	     3.3334e+06
baleregu	M_Av	 115396	   30	 1972.9	  37067	-3.6586	 0.0818	  63.75	  38.59	 1.1993	-206.61	 962.91	 1.4263	     2.7711e-05	     1.9464e+06	     1.9465e+06
batrdend	F_Ch	  28844	   17	  116.2	    965	-2.2122	 0.7128	-2588.5	2667.28	175.969	 -63.55	 179.76	 2.3170	     2.9106e-04	     2.9432e+05	     2.9437e+05
baudcomp	F_As	  15185	   19	   71.2	    579	-1.8627	 0.7533	  22.69	  31.99	 5.4622	 -29.03	 105.29	 2.2179	     5.1923e-04	     1.3024e+05	     1.3029e+05
beaubass	F_As	  17672	   23	   88.8	    917	-2.0650	 0.7005	  31.38	  24.52	 2.8289	 -11.52	  99.32	 1.8301	     4.1298e-04	     1.6812e+05	     1.6817e+05
belganta	M_In	  81216	   16	  222.3	  10083	-2.4394	 0.5163	 -11.32	  67.39	15.1885	 -16.66	 182.13	 1.1373	     2.3808e-04	     9.1095e+05	     9.1102e+05
betavulg	P_Eu	 112547	   30	 1035.5	  23162	-3.2179	 0.3462	  39.71	  53.27	 2.9863	-165.24	 651.56	 1.3610	     5.1757e-05	     1.6689e+06	     1.6690e+06
bigenata	O_Rh	 167579	   19	  228.7	    807	-2.5754	 0.1186	-2548.3	2609.78	337.354	-228.81	 365.85	 4.9648	     1.2525e-04	     1.9842e+06	     1.9843e+06
bimunova	F_As	  32150	   16	   78.9	    677	-1.9589	 0.5686	 -16.89	  67.22	16.4713	 -15.71	  88.59	 2.1650	     4.1845e-04	     2.9028e+05	     2.9033e+05
biomglab	M_Mo	 169662	   17	 1698.5	  37710	-3.5864	 0.1352	-152.11	 270.39	 9.0754	-110.89	 803.41	 1.3371	     3.1112e-05	     2.7978e+06	     2.7978e+06
bisobiso	M_Mm	 173347	   31	 4149.6	 263771	-3.9763	 0.1702	  64.59	  59.69	 0.7988	-148.77	1380.25	 0.9806	     1.8473e-05	     3.1761e+06	     3.1762e+06
bjeradus	F_Ba	  80419	   17	   58.6	    441	-1.4749	 0.9207	 -15.45	  67.47	17.1807	 -10.68	  89.49	 1.6866	     4.3810e-04	     5.4641e+05	     5.4647e+05
blasaden	F_As	    849	   19	   63.3	   1140	-1.8843	 0.7896	 -61.65	 109.02	18.9786	 -27.08	 137.44	 1.7429	     2.7410e-03	     7.3803e+03	     7.4135e+03
blashomi	O_St	  15625	   16	   33.5	   5163	-1.1704	 0.8848	-2651.0	2681.29	1637.15	  18.12	  18.78	 0.8155	     1.8259e-03	     8.4547e+04	     8.4601e+04
blasspec	O_St	  21954	   23	   31.8	     97	-0.9976	 0.8410	-2343.1	2372.84	2569.97	-331.66	 368.17	22.4746	     8.3796e-03	     1.0359e+05	     1.0365e+05
blatgerm	M_In	   4280	   24	 4138.0	 123090	-3.9709	 0.1563	  66.04	  71.61	 0.6764	-386.48	1826.54	 1.2701	     2.4355e-04	     7.8725e+04	     7.8769e+04
blumgram	F_As	  11217	   16	   65.2	    328	-1.7871	 0.7309	  28.42	  20.82	 4.2829	 -57.53	 126.12	 3.5572	     7.9606e-04	     9.2323e+04	     9.2374e+04
boecstri	P_Eu	 117223	   16	  200.8	   1692	-2.4568	 0.5337	-2261.5	2348.61	207.523	-135.29	 309.69	 2.5522	     1.2297e-04	     1.3277e+06	     1.3277e+06
boleedul	F_Ba	  74199	   16	   60.6	    590	-1.6309	 0.8834	  24.58	  27.39	 5.6649	  -1.35	  63.77	 1.4041	     3.2803e-04	     5.5714e+05	     5.5721e+05
bombimpa	M_In	 116318	   30	  439.6	  49599	-2.8706	 0.4781	 -68.12	 144.07	12.1632	   8.87	 274.75	 0.8937	     1.0247e-04	     1.5352e+06	     1.5353e+06
bombmori	M_In	 144545	   16	 1378.3	  35766	-3.5886	 0.1068	  48.92	  34.28	 1.9876	 -94.18	 789.72	 1.3582	     4.4714e-05	     2.3554e+06	     2.3555e+06
bombterr	M_In	  65280	   16	  545.1	  90389	-2.9857	 0.4630	 -22.42	  98.69	 8.0022	  16.93	 325.02	 0.8301	     1.0530e-04	     8.9440e+05	     8.9447e+05
bos_mutu	M_Mm	 173155	   29	 3612.6	 189499	-3.9231	 0.1844	  62.88	  59.33	 0.8420	-177.69	1369.60	 1.0412	     2.1368e-05	     3.1208e+06	     3.1209e+06
